director_name,ceremony,year,category,outcome,original_language
Joachim Rรธnning,"CinemaCon, USA",2017,CinemaCon Award,Won,en
Bertrand Tavernier,"Cรฉsar Awards, France",2017,Cรฉsar,Nominated,fr
Bertrand Tavernier,"Lumiere Awards, France",2017,Lumiere Award,Won,fr
James Gray,Cleveland International Film Festival,2017,Best American Independent Feature Film,Nominated,en
James Gray,International Online Cinema Awards (INOCA),2017,Halfway Award,Won,en
Cristian Mungiu,"Cรฉsar Awards, France",2017,Cรฉsar,Nominated,ro
Cristian Mungiu,"Gopo Awards, Romania",2017,Gopos Award,Nominated,ro
Cristian Mungiu,Sarasota Film Festival,2017,Jury Prize,Nominated,ro
Cristian Mungiu,Tromsรธ International Film Festival,2017,FIPRESCI Prize,Won,ro
Cristian Mungiu,Tromsรธ International Film Festival,2017,Aurora Award,Nominated,ro
Naomi Kawase,Cannes Film Festival,2017,Prize of the Ecumenical Jury,Won,ja
Naomi Kawase,Cannes Film Festival,2017,Palme d'Or,Nominated,ja
Rachid Bouchareb,"Cรฉsar Awards, France",2017,Cรฉsar,Nominated,en
Matthew Broderick,Gold Derby Awards,2017,Gold Derby Award,Nominated,en
Matthew Broderick,Screen Actors Guild Awards,2017,Actor,Nominated,en
Antoine Fuqua,Black Reel Awards,2017,Black Reel,Nominated,en
Antoine Fuqua,Yoga Awards,2017,Yoga Award,Won,en
Alex Proyas,Razzie Awards,2017,Razzie Award,Nominated,en
Tom McCarthy,Bodil Awards,2017,Bodil,Nominated,en
Tom McCarthy,Cinema Brazil Grand Prize,2017,Cinema Brazil Grand Prize,Nominated,en
Nicolas Winding Refn,Alliance of Women Film Journalists,2017,EDA Special Mention Award,Nominated,en
Nicolas Winding Refn,Bodil Awards,2017,Bodil,Nominated,en
Nicolas Winding Refn,Robert Festival,2017,Robert,Nominated,en
Brad Bird,Art Directors Guild,2017,Contribution to Cinematic Imagery Award,Won,en
Brett Ratner,Primetime Emmy Awards,2017,Primetime Emmy,Nominated,en
Brett Ratner,Walk of Fame,2017,Star on the Walk of Fame,Won,en
Paul Schrader,Venice Film Festival,2017,Green Drop Award,Won,en
Paul Schrader,Venice Film Festival,2017,Golden Lion,Nominated,en
Daniel Sackheim,Gold Derby Awards,2017,Gold Derby TV Award,Nominated,en
Ole Bornedal,Brussels International Festival of Fantasy Film (BIFFF),2017,Silver Mรฉliรจs,Won,da
Ole Bornedal,Neuchรขtel International Fantastic Film Festival,2017,Silver Mรฉliรจs Award,Nominated,da
Timur Bekmambetov,Yoga Awards,2017,Yoga Award,Won,ru
Joshua Brand,"Writers Guild of America, USA",2017,WGA Award (TV),Won,en
Jia Zhangke,Chlotrudis Awards,2017,Chlotrudis Award,Nominated,zh
Jia Zhangke,Vila do Conde International Short Film Festival,2017,Grand Prize,Nominated,zh
Catherine Hardwicke,"Northeast Film Festival, US",2017,Festival Award,Nominated,en
Johnnie To,Hong Kong Film Awards,2017,Hong Kong Film Award,Nominated,cn
Hirokazu Koreeda,Chlotrudis Awards,2017,Chlotrudis Award,Nominated,ja
Hirokazu Koreeda,International Online Cinema Awards (INOCA),2017,Halfway Award,Nominated,ja
Hirokazu Koreeda,Seattle International Film Festival,2017,Golden Space Needle Award,Nominated,ja
Hirokazu Koreeda,Venice Film Festival,2017,Golden Lion,Nominated,ja
James L. Brooks,Primetime Emmy Awards,2017,Primetime Emmy,Nominated,en
James L. Brooks,20/20 Awards,2017,Felix,Nominated,en
James L. Brooks,PGA Awards,2017,Lifetime Achievement Award in Television,Won,en
Bonnie Hunt,Behind the Voice Actors Awards,2017,BTVA Feature Film Voice Acting Award,Nominated,en
Eric Tsang,Hong Kong Film Awards,2017,Hong Kong Film Award,Won,cn
Tsui Hark,Asian Film Awards,2017,Lifetime Achievement Award,Won,cn
Robert Lieberman,Directors Guild of Canada,2017,DGC Team Award,Nominated,en
Alexander Payne,Los Angeles Greek Film Festival (LAGFF),2017,Orpheus Award,Won,en
Alexander Payne,Venice Film Festival,2017,Golden Lion,Nominated,en
Ben Stiller,"Kids' Choice Awards, USA",2017,Blimp Award,Nominated,en
Ben Stiller,Razzie Awards,2017,Razzie Award,Nominated,en
Antonin Svoboda,"Austrian Film Award, AT",2017,Austrian Film Award,Nominated,de
Takashi Miike,Fantasia Film Festival,2017,Audience Award,2nd place,ja
Takashi Miike,Neuchรขtel International Fantastic Film Festival,2017,Audience Award,Won,ja
Takashi Miike,Neuchรขtel International Fantastic Film Festival,2017,Narcisse Award,Nominated,ja
Takashi Miike,Sitges - Catalonian International Film Festival,2017,Best Film,Nominated,ja
Hank Braxtan,Los Angeles Area Emmy Awards,2017,Emmy,Nominated,en
Terrence Malick,Edinburgh International Film Festival,2017,Audience Award,Nominated,en
Terrence Malick,International Online Cinema Awards (INOCA),2017,Halfway Award,Nominated,en
George Clooney,"Cรฉsar Awards, France",2017,Honorary Cรฉsar,Won,en
George Clooney,"People's Choice Awards, USA",2017,People's Choice Award,Nominated,en
George Clooney,Venice Film Festival,2017,Golden Lion,Nominated,en
Sean Ellis,Czech Lions,2017,Czech Lion,Won,en
Sean Ellis,Czech Lions,2017,Czech Lion,Nominated,en
Pascale Ferran,Annie Awards,2017,Annie,Nominated,en
Erik Canuel,Directors Guild of Canada,2017,DGC Team Award,Nominated,fr
Scott Hicks,20/20 Awards,2017,Felix,Nominated,en
Trey Parker,Primetime Emmy Awards,2017,Primetime Emmy,Nominated,en
Nicolette Krebitz,Bavarian Film Awards,2017,Bavarian Film Award,Won,de
Nicolette Krebitz,German Film Awards,2017,Film Award in Gold,Nominated,de
Nicolette Krebitz,German Film Critics Association Awards,2017,German Film Critics Award,Nominated,de
Nikhil Advani,Screen Weekly Awards,2017,Jury Award,Nominated,hi
Morton Lewis,Primetime Emmy Awards,2017,Primetime Emmy,Won,en
Morton Lewis,PGA Awards,2017,PGA Award,Nominated,en
Morton Lewis,"Writers Guild of America, USA",2017,WGA Award (TV),Nominated,en
Dominik Graf,"Golden Camera, Germany",2017,Golden Camera,Nominated,de
Michael Verhoeven,Bavarian Film Awards,2017,Bavarian Film Award,Won,de
Michael Verhoeven,German Film Awards,2017,Film Award in Gold,Nominated,de
Peter Berg,Online Film & Television Association,2017,OFTA Film Award,Nominated,en
Peter Berg,Sports Emmy Awards,2017,Emmy,Won,en
Nico Hofmann,Banff Television Festival,2017,Banff Rockie Award,Nominated,de
Nico Hofmann,German Television Awards,2017,German Television Award,Nominated,de
Rebecca Miller,Alliance of Women Film Journalists,2017,EDA Female Focus Award,Nominated,en
Bigas Luna,Gaudรญ Awards,2017,Gaudรญ Award,Nominated,es
Tony Gilroy,"Academy of Science Fiction, Fantasy & Horror Films, USA",2017,Saturn Award,Nominated,en
Tony Gilroy,Hugo Awards,2017,Hugo,Nominated,en
Kate Hudson,Razzie Awards,2017,Razzie Award,Nominated,en
Arnaud Desplechin,Film Independent Spirit Awards,2017,Independent Spirit Award,Nominated,fr
Arnaud Desplechin,Munich Film Festival,2017,ARRI/OSRAM Award,Nominated,fr
Abel Ferrara,Cannes Film Festival,2017,Golden Eye,Nominated,en
Ben Affleck,Jupiter Award,2017,Jupiter Award,Nominated,en
Ben Affleck,"Kids' Choice Awards, USA",2017,Blimp Award,Nominated,en
Ben Affleck,"People's Choice Awards, USA",2017,People's Choice Award,Nominated,en
Ben Affleck,Razzie Awards,2017,Razzie Award,Won,en
Ben Affleck,Razzie Awards,2017,Razzie Award,Nominated,en
Ben Affleck,Yoga Awards,2017,Yoga Award,Won,en
Maria Schrader,Bavarian Film Awards,2017,Bavarian Film Award,Won,de
Maria Schrader,German Film Critics Association Awards,2017,German Film Critics Award,Nominated,de
Ethan Coen,Primetime Emmy Awards,2017,Primetime Emmy,Nominated,en
Ethan Coen,20/20 Awards,2017,Felix,Won,en
Ethan Coen,20/20 Awards,2017,Felix,Nominated,en
Ethan Coen,Alliance of Women Film Journalists,2017,EDA Award,Nominated,en
Ethan Coen,"American Cinema Editors, USA",2017,Eddie,Nominated,en
Ethan Coen,Yoga Awards,2017,Yoga Award,Won,en
Charlie Kaufman,Robert Festival,2017,Robert,Nominated,en
Judd Apatow,Primetime Emmy Awards,2017,Primetime Emmy,Nominated,en
Judd Apatow,SXSW Film Festival,2017,Audience Award,Won,en
Edward Norton,20/20 Awards,2017,Felix,Nominated,en
Raoul Peck,"Academy Awards, USA",2017,Oscar,Nominated,en
Raoul Peck,Alliance of Women Film Journalists,2017,EDA Award,Nominated,en
Raoul Peck,Berlin International Film Festival,2017,Panorama Audience Award,Won,en
Raoul Peck,Berlin International Film Festival,2017,Prize of the Ecumenical Jury - Special Mention,Won,en
Raoul Peck,Berlin International Film Festival,2017,Teddy,Nominated,en
Raoul Peck,Black Reel Awards,2017,Black Reel,Nominated,en
Raoul Peck,Cartagena Film Festival,2017,Gemas Award,Nominated,en
Raoul Peck,"Cinema Eye Honors Awards, US",2017,Cinema Eye Honors Award,Nominated,en
Raoul Peck,"Cinema Eye Honors Awards, US",2017,Cinema Eye Audience Choice Prize,Nominated,en
Raoul Peck,"Directors Guild of America, USA",2017,DGA Award,Nominated,en
Raoul Peck,DocAviv Film Festival,2017,Best International Film - Honorable Mention,Won,en
Raoul Peck,DocAviv Film Festival,2017,Best International Film,Nominated,en
Raoul Peck,Dublin Film Critics Circle Awards,2017,DFCC,Won,en
Raoul Peck,Film Independent Spirit Awards,2017,Independent Spirit Award,Nominated,en
Raoul Peck,Gold Derby Awards,2017,Gold Derby Award,Nominated,en
Raoul Peck,Istanbul International Film Festival,2017,FACE Award,Nominated,en
Raoul Peck,Jameson Dublin International Film Festival,2017,Festival Award,Won,en
Raoul Peck,Luxembourg City Film Festival,2017,Documentary Award,Won,en
Raoul Peck,Melbourne International Film Festival,2017,People's Choice Award,Nominated,en
Raoul Peck,"Oxford Film Festival, Mississippi, USA",2017,Audience Award,2nd place,en
Raoul Peck,Portland International Film Festival,2017,Audience Award,Won,en
Raoul Peck,Sydney Film Festival,2017,Sydney Film Prize,Nominated,en
Raoul Peck,Thessaloniki Documentary Film Festival,2017,Amnesty International Award,Won,en
Raoul Peck,Traverse City Film Festival,2017,Founders Prize,Won,en
Ulrich Seidl,"Austrian Film Award, AT",2017,Austrian Film Award,Nominated,de
Todd Sheets,Shock Stock,2017,Crystal Shocker,Won,en
Shane Black,"Empire Awards, UK",2017,Empire Award,Nominated,en
Shane Black,Georgia Film Critics Association (GFCA),2017,Oglethorpe Award for Excellence in Georgia Cinema,Won,en
Jennifer Aniston,Alliance of Women Film Journalists,2017,EDA Special Mention Award,Won,en
Pete Travis,"Broadcast Awards, UK",2017,Broadcast Awards,Nominated,en
Joaquรญn Oristrell,Gaudรญ Awards,2017,Gaudรญ Award,Nominated,es
Urs Egger,"Adolf Grimme Awards, Germany",2017,Adolf Grimme Award,Nominated,de
Urs Egger,Baden-Baden TV Film Festival,2017,Teleplay Award,Nominated,de
Urs Egger,Seoul International Drama Awards,2017,Individual Award,Won,de
Jeff Probst,Gold Derby Awards,2017,Gold Derby TV Award,Nominated,en
Kent Faulcon,Las Vegas Black Film Festival,2017,Festival Prize,Won,en
Christophe Barratier,20/20 Awards,2017,Felix,Nominated,fr
Paul Borghese,Brightside Tavern Film Festival,2017,Festival Prize,Nominated,en
Richard Schickel,Online Film & Television Association,2017,OFTA Film Hall of Fame,Won,en
John Carney,London Critics Circle Film Awards,2017,ALFS Award,Nominated,en
John Carney,Sofia International Film Festival,2017,Audience Award,Won,en
Roy Andersson,"Gopo Awards, Romania",2017,Gopos Award,Nominated,sv
Clark Johnson,Black Reel Awards for Television,2017,Black Reel,Nominated,en
Reha Erdem,Ankara International Film Festival,2017,Best Director,Won,tr
Reha Erdem,Olhar de Cinema - Curitiba International Film Festival,2017,ABRACCINE - Critics Award,Won,tr
Reha Erdem,Olhar de Cinema - Curitiba International Film Festival,2017,Olhar Award - Best Film,Nominated,tr
Stephan Komandarev,Cannes Film Festival,2017,Un Certain Regard Award,Nominated,bg
Stephan Komandarev,Sarajevo Film Festival,2017,Heart of Sarajevo,Nominated,bg
Sherry Hormann,German Television Awards,2017,German Television Award,Nominated,de
Gene Wilder,Online Film Critics Society Awards,2017,Special Award,Won,en
Wallace Wolodarsky,"Writers Guild of America, USA",2017,WGA Award (TV),Won,en
Barbet Schroeder,Cannes Film Festival,2017,Golden Eye,Nominated,en
Barbet Schroeder,Jerusalem Film Festival,2017,In Spirit for Freedom Award - Honorable Mention,Won,en
Barbet Schroeder,Jerusalem Film Festival,2017,In Spirit for Freedom Award,Nominated,en
Sergei Ursulyak,"Golden Eagle Awards, Russia",2017,Golden Eagle,Won,en
Lars Montag,German Film Awards,2017,Film Award in Gold,Nominated,de
Anne Fontaine,"Cรฉsar Awards, France",2017,Cรฉsar,Nominated,fr
Anne Fontaine,Seattle Film Critics Awards,2017,Seattle Film Critics Award,Nominated,fr
Anne Fontaine,Venice Film Festival,2017,Queer Lion,Won,fr
Anne Fontaine,Venice Film Festival,2017,Venice Horizons Award,Nominated,fr
Bill Duke,"Action on Film International Film Festival, USA",2017,Action on Film Award,Won,en
Bill Duke,"Northeast Film Festival, US",2017,Festival Award,Won,en
Bill Duke,"Sunscreen Film Festival, US",2017,Jury Award,Won,en
Valeria Bruni Tedeschi,BIFEST - Bari International Film Festival,2017,Italian Competition Award,Won,fr
Valeria Bruni Tedeschi,"Cรฉsar Awards, France",2017,Cรฉsar,Nominated,fr
Valeria Bruni Tedeschi,David di Donatello Awards,2017,David,Won,fr
Valeria Bruni Tedeschi,Film Club's The Lost Weekend,2017,Lost Weekend Award,Won,fr
Valeria Bruni Tedeschi,Odessa International Film Festival,2017,Golden Duke,Nominated,fr
Maren Ade,BAFTA Awards,2017,BAFTA Film Award,Nominated,de
Maren Ade,Alliance of Women Film Journalists,2017,EDA Award,Nominated,de
Maren Ade,Bavarian Film Awards,2017,Bavarian Film Award,Won,de
Maren Ade,Bodil Awards,2017,Bodil,Won,de
Maren Ade,"Cรฉsar Awards, France",2017,Cรฉsar,Nominated,de
Maren Ade,Film Independent Spirit Awards,2017,Independent Spirit Award,Won,de
Maren Ade,German Film Awards,2017,Film Award in Gold,Won,de
Maren Ade,German Film Critics Association Awards,2017,German Film Critics Award,Won,de
Maren Ade,Gold Derby Awards,2017,Gold Derby Award,Nominated,de
Maren Ade,"Gopo Awards, Romania",2017,Gopos Award,Nominated,de
Maren Ade,Guldbagge Awards,2017,Guldbagge,Nominated,de
Maren Ade,International Cinephile Society Awards,2017,ICS Award,Won,de
Maren Ade,International Online Cinema Awards (INOCA),2017,INOCA,Won,de
Maren Ade,International Online Cinema Awards (INOCA),2017,INOCA,Nominated,de
Maren Ade,London Critics Circle Film Awards,2017,ALFS Award,Nominated,de
Maren Ade,Palm Springs International Film Festival,2017,Directors to Watch,Won,de
Maren Ade,Palm Springs International Film Festival,2017,FIPRESCI Prize,Won,de
Maren Ade,Robert Festival,2017,Robert,Nominated,de
Martin Eigler,"Adolf Grimme Awards, Germany",2017,Adolf Grimme Award,Nominated,de
Martin Eigler,Bavarian TV Awards,2017,Bavarian TV Award,Won,de
Martin Eigler,"Golden Camera, Germany",2017,Golden Camera,Won,de
Kevin Spacey,Primetime Emmy Awards,2017,Primetime Emmy,Nominated,en
Kevin Spacey,Gold Derby Awards,2017,Gold Derby TV Award,Nominated,en
Kevin Spacey,"People's Choice Awards, USA",2017,People's Choice Award,Nominated,en
Kevin Spacey,PGA Awards,2017,PGA Award,Nominated,en
Kevin Spacey,Screen Actors Guild Awards,2017,Actor,Nominated,en
Juan Antonio Bayona,CinEuphoria Awards,2017,CinEuphoria,Won,en
Juan Antonio Bayona,"Feroz Awards, ES",2017,Feroz Award,Nominated,en
Juan Antonio Bayona,Fotogramas de Plata,2017,Fotogramas de Plata,Won,en
Juan Antonio Bayona,Gaudรญ Awards,2017,Gaudรญ Award,Won,en
Juan Antonio Bayona,Goya Awards,2017,Goya,Won,en
Juan Antonio Bayona,Josรฉ Marรญa Forquรฉ Awards,2017,Josรฉ Marรญa Forquรฉ Award,Won,en
Juan Antonio Bayona,Josรฉ Marรญa Forquรฉ Awards,2017,Josรฉ Marรญa Forquรฉ Award,Nominated,en
Juan Antonio Bayona,The Platino Awards for Iberoamerican Cinema,2017,Platino Award,Nominated,en
Craig Gillespie,Toronto International Film Festival,2017,People's Choice Award,2nd place,en
Mimi Leder,Gold Derby Awards,2017,Gold Derby TV Award,Won,en
Franziska Meletzky,Bavarian Film Awards,2017,Bavarian Film Award,Won,de
Eric Valette,Neuchรขtel International Fantastic Film Festival,2017,Silver Mรฉliรจs Award,Nominated,fr
Darrell James Roodt,RapidLion Film Festival (South African International Film Festival),2017,Rapid Lion,Nominated,en
Edward Lachman,"American Society of Cinematographers, USA",2017,Lifetime Achievement Award,Won,en
James Keach,Nashville Film Festival,2017,Audience Choice Award,Won,en
James Keach,Nashville Film Festival,2017,Grand Jury Prize,Nominated,en
Thomas Carter,Black Reel Awards,2017,Black Reel,Nominated,en
Thomas Carter,Image Awards,2017,Image Award,Nominated,en
Steve Carr,NewFilmmakers Los Angeles,2017,NewFilmmakers Los Angeles Best of 2016 Awards,Nominated,en
Pieter Kuijpers,Shortcutz Amsterdam,2017,ShortCutz Amsterdam Career Award,Won,nl
Garth Jennings,Behind the Voice Actors Awards,2017,BTVA Feature Film Voice Acting Award,Nominated,en
Felix Randau,Hamburg Film Festival,2017,Art Cinema Award,Nominated,de
Felix Randau,Locarno International Film Festival,2017,Variety Piazza Grande Award,Nominated,de
Amos Gitai,Cannes Film Festival,2017,Golden Eye,Nominated,en
Amos Gitai,Jerusalem Film Festival,2017,Wolgin Award,Nominated,en
Aamir Khan,Filmfare Awards,2017,Main Award,Won,hi
Ryan Murphy,Primetime Emmy Awards,2017,Primetime Emmy,Nominated,en
Ryan Murphy,BAFTA Awards,2017,BAFTA TV Award,Won,en
Ryan Murphy,"Directors Guild of America, USA",2017,DGA Award,Nominated,en
Ryan Murphy,Hollywood Makeup Artist and Hair Stylist Guild Awards,2017,Distinguished Artisan Award,Won,en
Ryan Murphy,PGA Awards,2017,PGA Award,Won,en
Ryan Murphy,Publicists Guild of America,2017,Showmanship Award,Won,en
Christian Genzel,Shocking Shorts Award,2017,Shocking Shorts Award,Nominated,en
Jean-Luc Julien,12 Months Film Festival,2017,August Award,Nominated,en
Jean-Luc Julien,Dam Short Film Festival,2017,Jury Award,Nominated,en
Jean-Luc Julien,Figueira da Foz International Film Festival,2017,Festival Award,Nominated,en
